,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u0[138],-0.056,0.037,-0.127,0.013,0.003,0.001,170.516,1227.787,1.021
u0[139],0.522,0.021,0.48,0.561,0.003,0.001,46.88,243.295,1.062
u0[140],-0.214,0.082,-0.362,-0.055,0.002,0.001,2052.865,5278.235,1.005
u0[141],-0.012,0.025,-0.059,0.033,0.003,0.001,60.739,276.685,1.047
u0[142],0.255,0.022,0.212,0.294,0.003,0.001,43.03,198.784,1.064
u0[143],0.452,0.022,0.411,0.492,0.003,0.001,48.115,235.547,1.061
u0[144],-0.168,0.023,-0.212,-0.125,0.003,0.001,48.559,203.525,1.058
u0[145],-0.237,0.022,-0.278,-0.195,0.003,0.001,44.705,246.899,1.062
u0[146],0.002,0.022,-0.039,0.042,0.003,0.001,42.152,183.774,1.066
u0[147],0.329,0.019,0.293,0.365,0.003,0.001,34.507,110.075,1.085
u0[148],-0.144,0.023,-0.187,-0.101,0.003,0.001,58.401,389.703,1.052
u0[149],0.015,0.022,-0.026,0.056,0.003,0.001,50.482,270.972,1.057
u0[150],-0.091,0.02,-0.129,-0.054,0.003,0.001,41.81,142.717,1.07
u0[151],-0.091,0.021,-0.132,-0.053,0.003,0.001,47.082,219.298,1.062
u0[152],0.124,0.022,0.085,0.167,0.003,0.001,47.509,221.913,1.061
u0[153],0.23,0.144,-0.042,0.502,0.002,0.002,6014.879,5622.028,1.001
u0[154],-0.329,0.02,-0.366,-0.292,0.003,0.001,37.9,143.096,1.077
u0[155],-0.245,0.022,-0.283,-0.204,0.003,0.001,41.69,182.083,1.067
u0[156],-0.02,0.022,-0.064,0.019,0.003,0.001,44.033,145.0,1.064
u0[157],-0.267,0.021,-0.308,-0.229,0.003,0.001,42.438,213.283,1.068
u0[158],0.724,0.02,0.685,0.759,0.003,0.001,41.363,165.052,1.074
u0[159],0.447,0.022,0.406,0.491,0.003,0.001,49.727,179.638,1.058
u0[160],0.231,0.021,0.192,0.271,0.003,0.001,49.462,189.527,1.059
u0[161],0.088,0.046,-0.0,0.172,0.002,0.001,392.501,3616.654,1.012
u0[162],-0.134,0.023,-0.177,-0.089,0.003,0.001,55.175,332.642,1.052
u0[163],-0.073,0.022,-0.113,-0.031,0.003,0.001,45.864,164.749,1.062
u0[164],-0.046,0.03,-0.104,0.01,0.003,0.001,81.279,978.931,1.036
u0[165],-0.259,0.02,-0.299,-0.226,0.003,0.001,37.451,155.201,1.075
u0[166],0.411,0.022,0.368,0.452,0.003,0.001,51.1,207.253,1.056
u0[167],0.247,0.022,0.207,0.287,0.003,0.001,47.996,207.001,1.061
u0[168],-0.097,0.022,-0.136,-0.056,0.003,0.001,41.364,181.877,1.068
u0[169],0.073,0.021,0.032,0.112,0.003,0.001,44.852,154.862,1.064
u0[170],0.052,0.022,0.01,0.093,0.003,0.001,52.686,243.444,1.055
u0[171],-0.034,0.023,-0.077,0.006,0.003,0.001,51.826,264.524,1.056
u0[172],0.046,0.022,0.007,0.09,0.003,0.001,48.635,209.41,1.059
u0[173],-0.235,0.024,-0.28,-0.192,0.003,0.001,56.176,220.688,1.052
u0[174],0.313,0.022,0.27,0.353,0.003,0.001,48.305,209.147,1.059
u0[175],-0.181,0.022,-0.222,-0.14,0.003,0.001,48.168,196.308,1.061
u0[176],0.0,0.023,-0.043,0.043,0.003,0.001,51.014,266.821,1.056
u0[177],-0.059,0.043,-0.142,0.02,0.002,0.001,328.345,2589.012,1.014
u0[178],0.324,0.021,0.283,0.362,0.003,0.001,45.841,229.237,1.064
