,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u0_raw[24],-1.72,0.138,-1.983,-1.466,0.02,0.006,47.425,146.681,1.069
u0_raw[25],1.173,0.115,0.964,1.393,0.018,0.005,39.239,151.131,1.074
u0_raw[26],1.305,0.12,1.074,1.525,0.019,0.006,41.077,170.318,1.072
u0_raw[27],-0.57,0.132,-0.81,-0.315,0.016,0.002,66.526,442.025,1.043
u0_raw[28],-0.139,0.094,-0.304,0.047,0.018,0.003,27.685,186.935,1.098
u0_raw[29],0.633,0.102,0.448,0.829,0.018,0.004,31.7,200.089,1.085
u0_raw[30],0.905,0.107,0.709,1.106,0.018,0.005,35.113,211.497,1.081
u0_raw[31],0.589,0.106,0.394,0.791,0.018,0.004,34.806,177.427,1.077
u0_raw[32],-0.239,0.1,-0.432,-0.053,0.018,0.003,32.333,173.517,1.083
u0_raw[33],-0.785,0.104,-0.979,-0.59,0.019,0.004,31.212,96.867,1.093
u0_raw[34],0.441,0.097,0.269,0.63,0.018,0.004,28.593,257.847,1.094
u0_raw[35],0.319,0.085,0.162,0.481,0.018,0.004,22.518,133.608,1.124
u0_raw[36],-0.806,0.106,-0.995,-0.595,0.018,0.004,33.768,128.948,1.085
u0_raw[37],0.916,0.107,0.715,1.119,0.018,0.005,35.665,209.137,1.079
u0_raw[38],-0.686,0.103,-0.888,-0.499,0.018,0.004,32.264,92.248,1.087
u0_raw[39],0.035,0.095,-0.144,0.211,0.018,0.003,28.376,208.692,1.096
u0_raw[40],-1.123,0.443,-1.938,-0.293,0.007,0.005,4455.156,4781.139,1.005
u0_raw[41],-0.207,0.105,-0.403,-0.011,0.017,0.003,36.456,212.788,1.075
u0_raw[42],0.274,0.094,0.094,0.453,0.018,0.003,28.618,190.179,1.098
u0_raw[43],-0.296,0.101,-0.484,-0.102,0.018,0.003,31.973,127.613,1.084
u0_raw[44],0.338,0.095,0.156,0.515,0.017,0.004,29.632,158.911,1.092
u0_raw[45],-0.621,0.107,-0.823,-0.422,0.018,0.004,33.611,106.347,1.081
u0_raw[46],-1.745,0.14,-2.019,-1.494,0.021,0.006,44.286,149.163,1.069
u0_raw[47],0.28,0.096,0.101,0.463,0.017,0.003,30.188,188.812,1.092
u0_raw[48],-1.744,0.141,-2.016,-1.487,0.02,0.007,48.267,137.932,1.067
u0_raw[49],1.77,0.143,1.486,2.021,0.02,0.005,52.074,285.935,1.06
u0_raw[50],-0.252,0.102,-0.448,-0.065,0.018,0.003,32.034,160.604,1.084
u0_raw[51],-0.978,0.113,-1.192,-0.762,0.019,0.005,35.1,93.568,1.079
u0_raw[52],-0.199,0.096,-0.375,-0.018,0.018,0.003,28.817,166.825,1.097
u0_raw[53],0.087,0.096,-0.088,0.269,0.017,0.003,30.5,244.48,1.089
u0_raw[54],0.223,0.144,-0.045,0.502,0.017,0.002,71.842,775.88,1.039
u0_raw[55],1.627,0.133,1.39,1.891,0.019,0.005,51.459,233.801,1.061
u0_raw[56],-0.635,0.103,-0.831,-0.438,0.018,0.004,31.344,124.229,1.092
u0_raw[57],1.356,0.125,1.135,1.607,0.018,0.005,47.265,216.336,1.065
u0_raw[58],-1.892,0.611,-3.011,-0.72,0.007,0.007,8444.873,5654.856,1.0
u0_raw[59],-0.247,0.095,-0.433,-0.079,0.018,0.003,27.478,127.855,1.098
u0_raw[60],-0.086,0.095,-0.267,0.087,0.018,0.003,27.561,137.65,1.1
u0_raw[61],-1.847,0.726,-3.234,-0.485,0.008,0.008,9292.799,6194.252,1.0
u0_raw[62],-1.349,0.129,-1.587,-1.106,0.02,0.005,42.5,140.299,1.069
u0_raw[63],-0.709,0.103,-0.89,-0.505,0.019,0.004,30.026,112.29,1.089
u0_raw[64],-0.976,0.109,-1.18,-0.768,0.019,0.005,33.536,95.96,1.087
u0_raw[65],-0.235,0.095,-0.407,-0.05,0.018,0.003,29.151,160.312,1.097
u0_raw[66],0.893,0.11,0.689,1.098,0.018,0.004,37.182,262.569,1.076
u0_raw[67],-0.522,0.106,-0.72,-0.318,0.018,0.003,33.351,139.25,1.081
u0_raw[68],0.948,0.1,0.762,1.143,0.018,0.005,30.062,130.715,1.095
u0_raw[69],-0.492,0.159,-0.787,-0.19,0.014,0.002,120.887,945.816,1.029
u0_raw[70],-1.776,0.14,-2.03,-1.504,0.021,0.007,44.562,96.588,1.068
u0_raw[71],1.352,0.125,1.134,1.601,0.019,0.005,44.267,220.525,1.066
u0_raw[72],-0.629,0.099,-0.811,-0.439,0.019,0.004,28.364,106.103,1.099
u0_raw[73],-0.861,0.101,-1.047,-0.671,0.019,0.004,29.348,85.491,1.1
u0_raw[74],-0.788,0.095,-0.962,-0.603,0.018,0.004,26.647,83.008,1.11
u0_raw[75],0.514,0.126,0.277,0.745,0.018,0.003,48.793,449.636,1.054
u0_raw[76],1.038,0.109,0.831,1.244,0.018,0.005,37.328,186.33,1.076
u0_raw[77],-0.686,0.109,-0.89,-0.479,0.019,0.003,34.041,154.557,1.081
u0_raw[78],0.023,0.097,-0.16,0.205,0.017,0.003,31.991,181.438,1.09
u0_raw[79],0.511,0.104,0.314,0.7,0.018,0.004,33.498,288.341,1.08
u0_raw[80],0.351,0.097,0.169,0.527,0.018,0.004,29.974,187.253,1.09
u0_raw[81],0.062,0.093,-0.114,0.232,0.018,0.003,28.519,126.128,1.095
u0_raw[82],-1.065,0.115,-1.281,-0.846,0.019,0.005,36.963,121.081,1.079
u0_raw[83],-0.039,0.083,-0.181,0.13,0.018,0.004,21.63,165.86,1.128
u0_raw[84],-0.23,0.084,-0.389,-0.074,0.018,0.004,22.131,85.335,1.128
u0_raw[85],1.05,0.113,0.839,1.266,0.018,0.005,39.024,138.744,1.073
u0_raw[86],-1.605,0.139,-1.853,-1.337,0.02,0.006,45.543,175.406,1.066
u0_raw[87],-0.232,0.097,-0.419,-0.057,0.018,0.003,28.629,118.817,1.092
u0_raw[88],-1.081,0.114,-1.284,-0.86,0.019,0.005,36.331,90.122,1.08
u0_raw[89],0.674,0.104,0.467,0.859,0.018,0.004,32.995,165.809,1.083
u0_raw[90],0.663,0.1,0.478,0.856,0.018,0.005,29.872,173.691,1.091
u0_raw[91],0.575,0.102,0.387,0.766,0.018,0.004,31.307,228.009,1.085
u0_raw[92],1.484,0.127,1.247,1.723,0.019,0.006,45.954,209.569,1.066
u0_raw[93],0.415,0.184,0.07,0.77,0.016,0.002,130.473,2227.651,1.024
u0_raw[94],-1.572,0.132,-1.818,-1.321,0.021,0.006,41.341,92.199,1.073
u0_raw[95],-1.387,0.122,-1.621,-1.164,0.02,0.006,37.359,84.199,1.078
